,Unnamed: 0,店铺名称,用户名,评论
325,326,九孔莲藕汤锅（总店）,fengfei_124,味道不错，蘸水很好吃，会回购。
326,327,九孔莲藕汤锅（总店）,匿名用户,人多得很，尽可能在安排了，还可以，带父母吃的
327,328,九孔莲藕汤锅（总店）,QQ糖0410,春节以为不开门呢，结果中午走过去人还多，等桌的也不少，点的腊排汤锅，和味道和以前一样，这种汤锅很适合家里的老人和小孩一起吃的，藕也很糯软，小吃红糖糍粑外焦里嫩，浓浓的红糖味，蘸碟青椒也是特色，青花椒配青椒很不错啦，好评！
328,329,九孔莲藕汤锅（总店）,sxj0514,味道非常好，特别是藕，非常喜欢吃，肉也特别细腻，吃着有种老家的感觉
329,330,九孔莲藕汤锅（总店）,未完、待續,还不错，吃过的，感觉非常好，值得推荐！
330,331,九孔莲藕汤锅（总店）,禾简涵,第二次吃了，超喜欢喝这汤
331,332,九孔莲藕汤锅（总店）,匿名用户,汤锅不错，适合老小清淡的，量足，实惠 #手工制作青椒碟子# #洪湖藕炖腊排腊蹄# #手工面块# #藕王# #青椒蘸碟# #折耳根# #素菜拼盘#
332,333,九孔莲藕汤锅（总店）,UnO279069691, #乡村酥肉# #青椒蘸碟#
333,334,九孔莲藕汤锅（总店）,tby0801,味道还是不错的，还需要排队，生意很好。整体来说值得推荐购买。汤好喝。
334,335,九孔莲藕汤锅（总店）,gyj992520,基本没什么排骨 猪蹄也不筢 几乎全是藕 玉米断 硬菜很少！
335,336,九孔莲藕汤锅（总店）,kwp3258028,开了几年也算是个老店了，好像他们家一直生意都太好了，每次都要排队很长时间，不过味道还是不错的，冬天喝点汤还是很好的，环境一般吧，就是地方只有一楼有些小客人又很多每次来都感觉里面乱乱的挤挤的，性价比还是可以
336,337,九孔莲藕汤锅（总店）,匿名用户,一如即往的好
337,338,九孔莲藕汤锅（总店）,匿名用户,回头客
338,339,九孔莲藕汤锅（总店）,力力爱睡觉,很好吃～鲜排很不错。里面的山药也很好吃
339,340,九孔莲藕汤锅（总店）,Iqr343998020,适合带老人和小孩一起去吃。很清淡。藕很好吃。
340,341,九孔莲藕汤锅（总店）,nSi992320512,老妈非常爱吃，我在老家开了一家一样的
341,342,九孔莲藕汤锅（总店）,wFf585217051,真的很一般  本来那天是去吃清淡点的，但是不尽人意，排骨很柴很少，猪蹄也只有几块，锅里就很大块的藕多，头道的汤比较浓郁，加了所谓的高汤就淡而无味了。关键比较气人的喊给几片姜放锅里，还收了12元，老板真是太精了吧。绝不会去第二次
342,343,九孔莲藕汤锅（总店）,JTLY吴,还行吧，就是环境一般，其他还行
343,344,九孔莲藕汤锅（总店）,eGF339723365,味道巴适，每个月要去吃很多回，藕特别好吃
344,345,九孔莲藕汤锅（总店）,LPQ498599757,挺好，没预定位置，等很久，看来大家都喜欢
345,346,九孔莲藕汤锅（总店）,匿名用户, #洪湖莲藕排骨汤# #手工制作青椒碟子#
346,347,九孔莲藕汤锅（总店）,bcg612810657,藕是特色，软糯，有甜味。整体还是不错的
347,348,九孔莲藕汤锅（总店）,Rvd583521086,味道不错，第二次到这来吃饭了。 #洪湖莲藕排骨汤# #豌豆尖#
348,349,九孔莲藕汤锅（总店）,匿名用户,特别喜欢吃他们家的藕，汤味很好，多次来吃了，值得推荐！
349,350,九孔莲藕汤锅（总店）,dZf347535400,味道挺好的 清淡 适合人多一起吃饭 不会踩雷 都是女生所以这次的人均比较少 周五晚上去的人特别特别多 还好提前订了位置 团了6-8人餐 配套的菜品比较少 尤其是绿叶菜 可以单点加一些蔬菜 加了一次藕 口感一样的 蘸酱并不很辣 不能吃辣的小伙伴也可以去的哦 推荐 吃过很多次这家了 #洪湖莲藕排骨汤# #乡村酥肉# #青椒蘸碟# #茼蒿# #肥牛# #洪湖藕炖鲜排# #藕王# #鲜排骨#
350,351,九孔莲藕汤锅（总店）,易川涛,提前电话预定的三桌，然后又先去了几个人排号，本来人都要到了，老板把位置让给了其他人。亲戚朋友到了后再外面等半天。真的有点冒火，商家的服务态度不好
351,352,九孔莲藕汤锅（总店）,多梦郎,这个还真不错，吃了很多次了，每次都要排队很久才能吃到，强烈推荐腊猪蹄腊排骨。 #手工面块# #洪湖藕炖腊排腊蹄# #手工制作青椒碟子#
352,353,九孔莲藕汤锅（总店）,juqiu17,味道不错，服务态度也好，第二次去的
353,354,九孔莲藕汤锅（总店）,妞妞熙怡,冬季养生汤锅首选，味道老少皆宜，推荐
354,355,九孔莲藕汤锅（总店）,FZH666096796,【口味】还可以 【服务】还不错👍
355,356,九孔莲藕汤锅（总店）,lan622xi,味道还错，2个人吃不完，主要是藕太占胃了。
356,357,九孔莲藕汤锅（总店）,饿得撑颈航,不算贵  味道也还好
357,358,九孔莲藕汤锅（总店）,Qew442803093,真的感觉不行，三百多根本没啥吃的，加个菜等到想走。
358,359,九孔莲藕汤锅（总店）,dx18,感觉一般，团购的猪蹄份量少，耦到是多，大坨大坨的。
359,360,九孔莲藕汤锅（总店）,len256,价格实惠，味道鲜美，汤好喝。
360,361,九孔莲藕汤锅（总店）,aaaaa六月,排队等了很久，藕特别的好吃，软面的口感，品质也很好 #洪湖莲藕排骨汤# #手工制作青椒碟子# #豌豆尖# #豆芽# #海带#
361,362,九孔莲藕汤锅（总店）,七公主的妹妹,最喜欢点腊排骨，腊味都非常好吃，藕很糯很大
362,363,九孔莲藕汤锅（总店）,RJg765464017,菜品不错，以后还继续带朋友来光顾， #洪湖莲藕排骨汤#
363,364,九孔莲藕汤锅（总店）,匿名用户,价格实惠，味道也还可以。
364,365,九孔莲藕汤锅（总店）,一团一美,味道一般，菜品不是很新鲜，最主要的是服务态度极差，团购菜品里的猪拱嘴不是很喜欢加钱换肥肠都不换，拱嘴端上来一看全是肥的而且还有一点味道，是说他们坚决不换菜品。下次倒给钱我也不去了
365,366,九孔莲藕汤锅（总店）,VHx455178387,性价比还不错，蘸水很有特色，也比较适合清淡口味的朋友
366,367,九孔莲藕汤锅（总店）,匿名用户,还不错，藕汤味道好。。。。。。。。。。
367,368,九孔莲藕汤锅（总店）,大梦儿M,从未写过差评、晚上下班了有点晚快接近10点、看到网上评分前往、车停在门口打的电话问问还可以吃吗？想着比较晚了、回复是没有了、不能吃了、说了句我在门口、店员说哪你进来嘛、想着吃点热的开开心心进去了、可能是想下班了吧、没给什么好脸色、直接问了句团的哇？其实团跟现场一个价好嘛、上的菜全是剩菜不夸张的说、排骨全是拿种死肉、根本嚼不动、莲藕也是不晓得好久的老藕。店员一个看电视、三个耍手机、大姐变收旁边那桌边说下班了下班了、言外之意就是催我们快点。不是没有吃过汤锅、没有吃过如此失败的汤锅、如果想下班、其实可以拒绝我们这单、既然接单、那就好好对待吧！服务亦是如此！
368,369,九孔莲藕汤锅（总店）,匿名用户,加的肉分量还是很足，质量也不错 #手工制作青椒碟子# #腊排骨# #洪湖莲藕排骨汤# #洪湖藕炖腊排腊蹄#
369,370,九孔莲藕汤锅（总店）,starainny,下单后不能用团购，虽然锅一样，但是不行。有点扯
370,371,九孔莲藕汤锅（总店）,liu132828,就是分量很一般，味道不错，开了几年了
371,372,九孔莲藕汤锅（总店）,Yangsephus,我是很爱吃藕的，每个月来一次，回成都回温江必吃的，今天因为是国庆，人有点多，排的号前面等待了15桌，还可以，顺利吃到了，没有因为时间晚和美团拍的而减少了分量，很鲜美，二人餐够吃，我们是两个大胖子，吃的饱饱的，不错，争取下个月回温江又来吃一次 #洪湖藕炖风吹排骨#
372,373,九孔莲藕汤锅（总店）,吃遍天下噜啦啦噜,不错啦藕很大哦！！
373,374,九孔莲藕汤锅（总店）,UnO279069691, #茼蒿# #青椒蘸碟# #手工制作青椒碟子# #洪湖莲藕排骨汤# #乡村酥肉# #豆芽# #莴笋条#
374,375,九孔莲藕汤锅（总店）,言射甬力,不错，适合推荐
375,376,九孔莲藕汤锅（总店）,YpD412320328,等了一个小时，冷🉐够。之前来过几次，感觉味道都哈可以，结果今天来吃觉得味道变了样，没得以前好吃了。分量也没以前多了，还加了其它的菜在里面，变味了。
376,377,九孔莲藕汤锅（总店）,UnO279069691, #茼蒿# #乡村酥肉# #豌豆尖# #手工面块#
377,378,九孔莲藕汤锅（总店）,变质的水278,排队的很多的很哦，老板生意好的爆！脸都笑开花了
378,379,九孔莲藕汤锅（总店）,uXb537031562,非常好吃 #洪湖莲藕排骨汤# #洪湖藕炖鲜腊排#
379,380,九孔莲藕汤锅（总店）,acq536026107,服务热情，老板热情态度好，菜品多，份量可以。
380,381,九孔莲藕汤锅（总店）,acq536026107,味道不错，服务不错老板热情，人很多。。
381,382,九孔莲藕汤锅（总店）,Yangsephus,太好吃了，每次过来都要吃这个，吃的猪蹄，份量很多，没有因为是团购而降低分量，老板态度很好，亲子在前台帮忙，上一次吃的辣排，味道也很不错，银耳汤很好喝，今天去的早，吃了好多好多，总的来说的生意不错，下次回来了继续吃！
382,383,九孔莲藕汤锅（总店）,邮箱账号cxh,很好吃哈
383,384,九孔莲藕汤锅（总店）,kaite350,味道不错，冬天吃很舒服。
384,385,九孔莲藕汤锅（总店）,匿名用户,我点的菜还可以，但是团购的那个主要的炖排骨炖蹄不好吃，汤还可以好喝，但是那个排骨就是死肉死肉的感觉。不好吃。是那种大排骨头的肉。所以一般吧。团购了一张卷，还点了50多的菜，结果收菜的时候收成70，本来团购里面就有3个沾碟了，结果还收了我们3个沾碟的钱，幸好我看了单子退了15。所以要注意啊以后
385,386,九孔莲藕汤锅（总店）,匿名用户,已经是第二次和朋友去吃了，不过今天多扫了一次嘛，很快申请退款就到账了，给商家点赞
386,387,九孔莲藕汤锅（总店）,匿名用户,菜品太少了，而且分量也很少，味道也不好，不晓得为啥子那么多人来吃，还排队，配菜喊多加点土豆，都抠半天。说实话，这个还没有上次吃的五十多的分量多。两个人完全不够。调味碟也特别辣。
387,388,九孔莲藕汤锅（总店）,月色烟雨,清汤适合老年人及养生！！
388,389,九孔莲藕汤锅（总店）,_qqwk41396505987,还不错，就是没有腊排骨了，汤好喝。
389,390,九孔莲藕汤锅（总店）,匿名用户,感觉现在没有之前的味道好了……
390,391,九孔莲藕汤锅（总店）,怪化猫z,经常来吃，味道不错，关键是养生又干净，啊哈哈哈
391,392,九孔莲藕汤锅（总店）,匿名用户,味道不错，分量很足，比想象中的好吃，推荐去吃。
392,393,九孔莲藕汤锅（总店）,月鱼朦胧,还不错的，青椒的蘸料很好吃。藕也很好吃。
393,394,九孔莲藕汤锅（总店）,Timeless.89, #洪湖莲藕排骨汤# #乡村酥肉# #豌豆尖#
394,395,九孔莲藕汤锅（总店）,XGP957107305,太少了，团的4人餐，结果两个人去才刚刚够吃，
395,396,九孔莲藕汤锅（总店）,抵达你的爱,来吃过很多次了，分量很足，食材也很新鲜。莲藕是很大，很软的哪种，老人小孩都适合吃。每次两个人来团个小份，吃了都要打包。
396,397,九孔莲藕汤锅（总店）,抵达你的爱,吃过很多次了，汤很鲜，莲藕很特别，大而柔软。老年人，小孩都适合吃，冬天吃特别暖和。每次点一份，还要打包。分量足足的。
397,398,九孔莲藕汤锅（总店）,安静的小沙弥勒,价格实惠，个人口味而言，一般。
398,399,九孔莲藕汤锅（总店）,Yangsephus,真的太好吃了，每一次回温江都要来吃这个藕王，老板的态度很好，和和气气的，大赞一个，用美团这个优惠券很划算，反正2个人吃三个人的餐没吃完，剩了很多肉，自己都觉得可惜，店家也比较实在，藕很啪，自己家反正空不出来，汤好喝，很清淡，吃饭的首选！
399,400,九孔莲藕汤锅（总店）,夏魁1988, #洪湖藕炖腊排腊蹄# #手工面块#
400,401,九孔莲藕汤锅（总店）,匿名用户,不会做生意，有些狗眼看人低，见不得
401,402,九孔莲藕汤锅（总店）,ZdV813720558,价廉物美，不错！
402,403,九孔莲藕汤锅（总店）,jfO521846483,味道还可以，生意还是好，就是服务不行，态度有待提高
403,404,九孔莲藕汤锅（总店）,匿名用户,藕真的很好吃，腊排也好吃，强烈推荐
404,405,九孔莲藕汤锅（总店）,牙尖小妖,好评是因为我晓得商家做生意不容易。但是，还是要诚信，我去的时候刚好服务员在收拾上一桌的桌子，我亲眼看到她把里面的藕，排骨之类的捞出来放一边，然后把汤倒了，这个捞出来放一边的怎么处理你们自己猜，我心里肯定有数。我们的汤端上来的时候，里面的藕都煮圆了，你们懂吧，就是已经煮的形状都没得了。我没拍照。商家呀，做生意确实不容易，还是诚信为本，你们那个铺子都换了好几个老板儿了，希望你长久。
405,406,九孔莲藕汤锅（总店）,eyF446602745,冬天吃很安逸
406,407,九孔莲藕汤锅（总店）,匿名用户,不错，经济实惠，营养，老板人很好
407,408,九孔莲藕汤锅（总店）,追忆似水年华732,鲜排骨汤好喝，排骨量还好，毕竟只是小锅，汤里煮素菜好巴适，生意很好喔，人多了感觉服务员不够
408,409,九孔莲藕汤锅（总店）,暖凉暖凉的,老板和员工的服务都很棒，都很热情，腊排太好吃了，肉也多！藕也好吃！
409,410,九孔莲藕汤锅（总店）,bfp988802781,带着小孩去吃很不错哦，藕很粉
410,411,九孔莲藕汤锅（总店）,ZTz900399433,懒得说这个店， 【服务】差， 【口味】说的过去
411,412,九孔莲藕汤锅（总店）,等风的旗8736,【口味】很清淡，很养生，藕很大很好吃 【环境】环境还不错 【服务】服务也比较到位 #洪湖藕炖鲜排鲜蹄#
412,413,九孔莲藕汤锅（总店）,VJJ398640870,分量还行，我们六个人订的6-8人套餐。但是味道没有以前好了，汤味没有那么浓。
413,414,九孔莲藕汤锅（总店）,eUa33010364,很好吃，很养生健康，极力推荐，藕特别好吃，早点去哦，不然人会很多的，还需要排队呀
414,415,九孔莲藕汤锅（总店）,THg277634709,不如以前好吃了，这次感觉味道很淡 像冲了水加鸡精味精调味的
415,416,九孔莲藕汤锅（总店）,哟呵ing,很不错的
416,417,九孔莲藕汤锅（总店）,松果果果,好吃，汤也好喝
417,418,九孔莲藕汤锅（总店）,_qqwk41396505987,还不错，唯独想吃的没有了。建议多背货。
418,419,九孔莲藕汤锅（总店）,NeG256525514,味道还是很好的，就是服务员忙得不亦乐乎，没空理我们，就自己动手
419,420,九孔莲藕汤锅（总店）,匿名用户,超喜欢他家的腊排！每次团购套餐就点腊排和腊猪蹄！藕耙糯，汤好喝，肉好吃！服务态度也很棒！
420,421,九孔莲藕汤锅（总店）,徐之琪,服务不怎么好，基本靠自助！吧台小胖姐姐很好，不错哦，得加工资！
421,422,九孔莲藕汤锅（总店）,匿名用户,还不错，就是藕吃不完，味道还行吧
422,423,九孔莲藕汤锅（总店）,丹丹妹儿147,环境还好，味道不错，第一锅原汤超级好喝，后面加的汤味道稍淡一点，也许生意太好，蹄花和排骨比起一起来说都稍微硬了一点点，老年人嚼不动了（以前能嚼动），味道很赞，推荐喜欢喝汤的来
423,424,九孔莲藕汤锅（总店）,匿名用户,还不错，藕好吃
424,425,九孔莲藕汤锅（总店）,LgW253669516,就是订好的位置被别人占了，其他的还好
425,426,九孔莲藕汤锅（总店）,jIP735747050,酒喝了！结账时说价格表是错的！是涨价了！等喝了结账才说！很多东西都是！欺诈消费！
426,427,九孔莲藕汤锅（总店）,nIb692451907,味道可以，特别是腊排骨！
427,428,九孔莲藕汤锅（总店）,匿名用户,藕是粉粉的，吃两个就饱了，肉也超级多，哈哈哈，还有小白菜土豆片可以煮里面
428,429,九孔莲藕汤锅（总店）,HMR169025620,这次的藕十分少，可能是人太多了6-8人的锅，6个人都不够吃一个人2块藕
429,430,九孔莲藕汤锅（总店）,UfH368715062,那个汤是真的鲜美美味。
430,431,九孔莲藕汤锅（总店）,mNs851293458,味道一般般吧 藕好大一坨。没有之前在其他店吃的味道好 价格还是实惠
431,432,九孔莲藕汤锅（总店）,zhouy7111,藕很好吃，但腊肉炖藕不如鲜猪蹄炖藕好吃
432,433,九孔莲藕汤锅（总店）,mDs813233078,味道清淡可口，特别是藕非常好吃，值得推荐哈！
433,434,九孔莲藕汤锅（总店）,zhoulinfang0426,藕很好吃，不错，大家都很满意。
434,435,九孔莲藕汤锅（总店）,mDs813233078,味道超赞营养汤，很不错的哦！
435,436,九孔莲藕汤锅（总店）,匿名用户,第二次去吃这个藕。真的好吃，汤也好喝。
436,437,九孔莲藕汤锅（总店）,vFx956829251,味道很不错，除了环境略显嘈杂，适合老人和小孩子
437,438,九孔莲藕汤锅（总店）,FCJ68058838,老少皆宜，养生又好吃，特别是里面的藕
438,439,九孔莲藕汤锅（总店）,Run642836632,还行，两大一小吃刚好，老板服务倒是挺好的
439,440,九孔莲藕汤锅（总店）,洋娃娃_57,分量足，味道好，汤特好吃
440,441,九孔莲藕汤锅（总店）,JoachimHermann,可能吃不惯这种太淡的味道，不过藕和排骨还确实不错！
441,442,九孔莲藕汤锅（总店）,GL莉莉LOVE,一如既往的支持
442,443,九孔莲藕汤锅（总店）,yqO338337370,挺好的   菜品不错
443,444,九孔莲藕汤锅（总店）,扶摇谜,不错。还可以，性价比高，环境也好，比较适合一边吃一边聊。
444,445,九孔莲藕汤锅（总店）,CAD102463570,和老公第一次认识就是在这里，那天又去了一盘。团的2人餐，开始上菜的时候还怕吃不够，结果后头还没吃完。还不错哦，猪蹄还蛮多，
445,446,九孔莲藕汤锅（总店）,CAD102463570,每次都觉得藕好大啊，能稍微弄小一点吗
446,447,九孔莲藕汤锅（总店）,遨游风,服务态度不好，油碟的酱料品种少。
447,448,九孔莲藕汤锅（总店）,是晓晴晴晴呀,来了几次了。个人觉得不错，
448,449,九孔莲藕汤锅（总店）,pbf701266288,找一下好久临时决定吃这一家 味道没失望 赞
449,450,九孔莲藕汤锅（总店）,xjie107,汤不错，藕也很面，应该确实是洪湖藕。味道还是挺满意的，不过肉不多，藕吃2块就吃饱了
450,451,九孔莲藕汤锅（总店）,匿名用户,很不错
451,452,九孔莲藕汤锅（总店）,Mlq566079751,凑合吃吧，填饱肚子，味道一般哈
452,453,九孔莲藕汤锅（总店）,Fte337417584,很不错，特别适合老年人或者喜欢清淡一点的客人
453,454,九孔莲藕汤锅（总店）,匿名用户,当时四个人点了2-3人套餐。想着不够吃再加菜。之后加了两个凉菜和一份排骨，还没吃完。份量还是足的。味道也很好。汤很鲜甜，肉也酥烂。味道不错
454,455,九孔莲藕汤锅（总店）,sxj0514,菜品很不错，特别是藕非常好吃，下次还去
455,456,九孔莲藕汤锅（总店）,qc19861024,味道不错，就是老板服务态度不是很高兴
456,457,九孔莲藕汤锅（总店）,萍水相逢97076,换老板了，不好吃！排骨也不新鲜，下次不去了！
457,458,九孔莲藕汤锅（总店）,匿名用户,不行啊！换老板了，东西味道都不一样了
458,459,九孔莲藕汤锅（总店）,bNc308682465,还不错
459,460,九孔莲藕汤锅（总店）,于非立,好吃，不贵，不如3人餐实在
460,461,九孔莲藕汤锅（总店）,于非立,不错，好吃，健康
461,462,九孔莲藕汤锅（总店）,sOD809411677,性价比可以，味道将就，适合老人小孩吃
462,463,九孔莲藕汤锅（总店）,ZnH7512845,好吃，汤很好喝，藕特别的粉，我朋友特别喜欢那个辣椒酱
463,464,九孔莲藕汤锅（总店）,嘻哈996,还是不错的，虽然菜品种类不是很好，味道还是可以的
464,465,九孔莲藕汤锅（总店）,MyH672246666,菜品还不错，服务也可以，味道也不错
465,466,九孔莲藕汤锅（总店）,ChenXianSheng76,味道非常好👍
466,467,九孔莲藕汤锅（总店）,BigLeaf623,偶很大，好吃，朋友离职时一起去吃的，感觉还行
467,468,九孔莲藕汤锅（总店）,Jakey910,分量很足，三个人吃了还有剩余
468,469,九孔莲藕汤锅（总店）,蔓蔓余生,汤的味道不错，藕也很好吃，经济实惠
469,470,九孔莲藕汤锅（总店）,DrK921324178,还不错，适合小哇和老年人，藕比较大，比较丝
470,471,九孔莲藕汤锅（总店）,匿名用户,听朋友介绍去吃的，藕不错，排骨太少，基本都是脊梁骨。
471,472,九孔莲藕汤锅（总店）,rIw611019145,藕特别面，健康清淡，新鲜好吃，全家适合，又划算，大家吃的乐淘淘
472,473,九孔莲藕汤锅（总店）,皮卡丘也卖萌,两个人吃完全吃不完，打包了都有一大碗，藕很粉，腊排骨的味道很浓
473,474,九孔莲藕汤锅（总店）,_qqwk41396505987,还不错，汤比较好喝，下次还会去。
474,475,九孔莲藕汤锅（总店）,匿名用户,还可以，清淡的东西，一家老小都可以吃。
475,476,九孔莲藕汤锅（总店）,匿名用户,打包调料太贵了，为什么我套餐含着着还要另外掏钱呢？
476,477,九孔莲藕汤锅（总店）,leona1011,挺好吃的，实惠
477,478,九孔莲藕汤锅（总店）,方便面味道,菜还是多哦，经济实惠好吃不贵，你们可以去
478,479,九孔莲藕汤锅（总店）,nSi992320512,我想知道加盟你家，或者在你家学习要多少钱？想回东北老家开一个店！看到请给我留言
479,480,九孔莲藕汤锅（总店）,LVT633394244,藕很粉，好成绩
480,481,九孔莲藕汤锅（总店）,OLo710881237,不错不错，味道不错哦，鲜香麻辣样样具备。
481,482,九孔莲藕汤锅（总店）,匿名用户,去过多次了，味道不错，就是希望分量不要因为生意好就变少
482,483,九孔莲藕汤锅（总店）,匿名用户,难吃的要死 第一次吃也是最后一次吃 不知道哪里来的好评
483,484,九孔莲藕汤锅（总店）,FCJ68058838,藕和玉米都不错，粉粉糯糯的，好吃
484,485,九孔莲藕汤锅（总店）,Oub165574745,藕很糯，不错汤我比较喜欢排骨也不错
485,486,九孔莲藕汤锅（总店）,kzc168526361,可以可以，不错的哦，味道巴适清淡
486,487,九孔莲藕汤锅（总店）,TTDDMAMI,非常不错健康美味
487,488,九孔莲藕汤锅（总店）,匿名用户,菜品味道一般，小吃太硬。
488,489,九孔莲藕汤锅（总店）,mpX164200528,味道好极了，环境不错，服务态度也很好，不用等位
489,490,九孔莲藕汤锅（总店）,vzN578572981,不错
490,491,九孔莲藕汤锅（总店）,匿名用户,好吃，就是服务员多但是不知道都在忙什么，说明管理有问题，服务态度也不好。
491,492,九孔莲藕汤锅（总店）,电动小马达..,口味很好，环境不错，服务态度很好，
492,493,九孔莲藕汤锅（总店）,鹿儿227,藕炖腊排味道挺不错的，份量足，家人都挺喜欢的
493,494,九孔莲藕汤锅（总店）,RENGQ79,好吃。。。
494,495,九孔莲藕汤锅（总店）,小k和她的猫,藕挺好吃的 分量也足 糍粑好吃 推荐
495,496,九孔莲藕汤锅（总店）,RENGQ79,味道可以。。。。。。下次继续。。。
496,497,九孔莲藕汤锅（总店）,THg277634709,味道非常好 已经是第二次次吃了。
497,498,九孔莲藕汤锅（总店）,ly21558756,还可以吧 朋友介绍的 冬天不错的选择
498,499,九孔莲藕汤锅（总店）,ly21558756,不错哈 生意太好了
499,500,九孔莲藕汤锅（总店）,qsn155967625,其实挺养身，其实很不错。其实很美味。
500,501,九孔莲藕汤锅（总店）,xLo990899302,味道巴适。汤也很好喝，盐味恰到好处
501,502,九孔莲藕汤锅（总店）,ctF471235124,【口味】好 【环境】好 【服务】好 【等位】好
502,503,九孔莲藕汤锅（总店）,v浮夸先生,味道还是那么好，今天生意太好了。藕不是太耙。两人没吃完。。继续打包。
503,504,九孔莲藕汤锅（总店）,YMl822133084,蝦可以，藕很好吃，就是太大了，不好下口
504,505,九孔莲藕汤锅（总店）,浓浓Y,很喜欢喝汤  吃莲藕
505,506,九孔莲藕汤锅（总店）,匿名用户,去了好多次了 非常正宗
506,507,九孔莲藕汤锅（总店）,LPQ498599757,同行6人，团购5人餐，美女们怕长胖居然没吃完
507,508,九孔莲藕汤锅（总店）,萍苹瓶子w,长辈、家庭聚餐地儿
508,509,九孔莲藕汤锅（总店）,萍苹瓶子w,家庭聚会、老年聚会圣地
509,510,九孔莲藕汤锅（总店）,FCJ68058838,这里的藕和玉米真的很好吃，蘸酱也很特别
510,511,九孔莲藕汤锅（总店）,UXY614618016,藕是湖北的藕，生意爆好。
511,512,九孔莲藕汤锅（总店）,匿名用户,两佰多，没吃个名堂，吃了两坨耦就胀得莫法，咸得不得了，消费了不给开发票存在偷税行为！
512,513,九孔莲藕汤锅（总店）,_qq73m1436691511,来很多次了。
513,514,九孔莲藕汤锅（总店）,starainny,味道很鲜，美容养颜，很火爆，需要提前到，否则得排队
514,515,九孔莲藕汤锅（总店）,水色静曦,很多次了，开始是朋友请客，后来还点过外卖，每次都满意，老板人很热情，态度好
515,516,九孔莲藕汤锅（总店）,水色静曦,吃了很多次，看别人评价说份量不足，今天专门观察了一下，觉得份量挺足的，两个人没吃完，打了包，猪蹄挺多的，性价比真心不错
516,517,九孔莲藕汤锅（总店）,juqiu17,藕很粉，大块大块的。。。排骨也烂。。。服务态度也好
517,518,九孔莲藕汤锅（总店）,yPT521997809,还想吃
518,519,九孔莲藕汤锅（总店）,匿名用户,洪湖的藕，口感软糯。喜欢吃藕的朋友可以试试
519,520,九孔莲藕汤锅（总店）,GAV897342781,还不错
520,521,九孔莲藕汤锅（总店）,_qq73m1436691511,不错，下次还来。
521,522,九孔莲藕汤锅（总店）,QQ糖0410,因为我们去的比较早，汤锅很清淡，排骨也挺多的，适合老人和娃娃，👍
522,523,九孔莲藕汤锅（总店）,水色静曦,我觉得有点咸，下次给我弄淡点，我喜欢喝汤。吃了好几次了，还好的
523,524,九孔莲藕汤锅（总店）,匿名用户,藕和汤还不错。只吃藕就吃饱了。每次都会打包
524,525,九孔莲藕汤锅（总店）,iZp940223463,经常在他们家吃，感觉很好吃啊，尤其是汤好喝，甜甜的
525,526,九孔莲藕汤锅（总店）,许牧。。,强制消费，不按美团上写的公示，商家强制按他们自己线下说法收费，真的很坑
526,527,九孔莲藕汤锅（总店）,THg277634709,藕汤非常好喝 藕太资格了 非常面 我们团的小锅 里面排骨分量也足 吃的非常饱 绝对会回购 物有所值
527,528,九孔莲藕汤锅（总店）,谢小幺幺,汤味道不错，但是服务差的不是一点半点，不是上错菜就是各种配菜跟不上的节奏，没有上的菜还非说上了，内部管理不善，吃饭吃的一阵窝火，再好吃也没有来第二次的想法了……
528,529,九孔莲藕汤锅（总店）,匿名用户,汤一如既往地好喝，带上婆婆家人来吃，营养又健康
529,530,九孔莲藕汤锅（总店）,cJP417200896,很好，藕真的很好吃，也很多，竟然没有吃完，适合老人小孩吃！
530,531,九孔莲藕汤锅（总店）,匿名用户,藕很好吃，很面，汤也很好喝，适合老人和小朋友吃
531,532,九孔莲藕汤锅（总店）,liQ968757111,味道很好，小朋友和老人都很喜欢
532,533,九孔莲藕汤锅（总店）,一只小蝌蚪°C,味道好上菜快，菜品不错，还可以
533,534,九孔莲藕汤锅（总店）,森森的爱你,汤还是很养生的，味道也不错，很实惠
534,535,九孔莲藕汤锅（总店）,v浮夸先生,味道不错，经常去吃。。分量很足啊。
535,536,九孔莲藕汤锅（总店）,匿名用户,还不错
536,537,九孔莲藕汤锅（总店）,匿名用户,不错
537,538,九孔莲藕汤锅（总店）,宝宝_0725,每次去人都很多，适合中老年人吃，味道不错，就是服务员可能有点少。
538,539,九孔莲藕汤锅（总店）,izf63239354,味道还是不错，性价比较高，比较清淡
539,540,九孔莲藕汤锅（总店）,冥冥无形,现在分量极少，等很久才上菜，而且把素菜忘记上了
540,541,九孔莲藕汤锅（总店）,GL莉莉LOVE,第二次来了，味道还可以，很适合老年人
541,542,九孔莲藕汤锅（总店）,wjjabc007,藕不错，很糯，藕的块头有点大。食材份量还是足，调料配方需要改进。
542,543,九孔莲藕汤锅（总店）,YAV198614449,很不错，比较适合老人和小朋友，他们都很喜欢
543,544,九孔莲藕汤锅（总店）,lLc667252684,人多，老板太忙了，没空招呼我，也许我是美团的吧
544,545,九孔莲藕汤锅（总店）,hexingming168,佐料一般，不过分量真是没话说。还是不错，值得一去。
545,546,九孔莲藕汤锅（总店）,chenjishan33,还可以，藕的味道跟家乡的差不多
546,547,九孔莲藕汤锅（总店）,匿名用户,"挺好吃的,特别适合老年人！下次再带他们来喝汤！"
