,Unnamed: 0,Unnamed: 0.1,店铺名称,用户名,评论,scores,res
444,6142,445,众里寻她·千百度自助烤肉（温江店）,匿名用户,菜品还蛮多的，味道也不错，下次再来,0.25,1
445,6143,446,众里寻她·千百度自助烤肉（温江店）,匿名用户,菜品挺多，新鲜，环境清静，适合和朋友们慢慢吃,5.1,1
446,6144,447,众里寻她·千百度自助烤肉（温江店）,iDR731957750, #肥牛肉# #五花肉#,0.0,1
447,6145,448,众里寻她·千百度自助烤肉（温江店）,YOb941665647,味道不错 菜品还是比较丰富 海鲜类贝壳不新鲜,-4.0,-1
448,6146,449,众里寻她·千百度自助烤肉（温江店）,dUN145605764,菜品少，蛋挞只有皮，郡干切都没切断，鸡尖难吃，脆骨吃着一股怪味，鸭肠没洗干净，海鲜各种难吃，干豆腐上有灰尘，洗都没洗就拿来摆盘了，调教不好吃，跟火锅调教差不多，但是没火锅调教好吃，咸得很，半夜还起来找水喝，昨天吃的，今天就拉肚子了，去了第一次就不会去第二次，实话实说。,-1.0,-1
449,6147,450,众里寻她·千百度自助烤肉（温江店）,Lma449445776,味道还可以，菜品还算是多，就是烟子有点大,0.0,1
450,6148,451,众里寻她·千百度自助烤肉（温江店）,Wyy509,菜品不是特别新鲜，环境凑合,2.0,1
451,6149,452,众里寻她·千百度自助烤肉（温江店）,匿名用户,菜品少  而且不新鲜  小吃味道也不好   感觉没以前好了  装修挺不错的  也不贵,-1.0,-1
452,6150,453,众里寻她·千百度自助烤肉（温江店）,匿名用户,还可以，可能是去得晚了，好些菜都没了，虾子好小,-1.5,-1
453,6151,454,众里寻她·千百度自助烤肉（温江店）,Gnt343773786,服务员不礼貌，让她收拾下，她直接问买单没有，只想说不买单，让她收拾干嘛,-1.0,-1
454,6152,455,众里寻她·千百度自助烤肉（温江店）,糟老头啊_,感觉还行吧，还算便宜。环境也不错。,2.5,1
455,6153,456,众里寻她·千百度自助烤肉（温江店）,颖迦、,个人嘴巴挑，总体说还行，一般！以后没吃的还是会勉强考虑这家！服务员态度还可以！菜有点少，环境还不错，味道一般！ #五花肉片#,42.8,1
456,6154,457,众里寻她·千百度自助烤肉（温江店）,匿名用户,环境不错，菜品少，有点咸，味道可以,1.0,1
457,6155,458,众里寻她·千百度自助烤肉（温江店）,YDC813112901,菜品感觉有点少，没有吃到什么东西,-1.2,-1
458,6156,459,众里寻她·千百度自助烤肉（温江店）,匿名用户,菜品太少，东西被拿完了不及时添加，,-2.0,-1
459,6157,460,众里寻她·千百度自助烤肉（温江店）,AUd805146266,菜品和味道都还可以吧！,0.0,1
460,6158,461,众里寻她·千百度自助烤肉（温江店）,cuw906,环境挺好，最好的是服务员态度，菜品比较多我和朋友吃的好撑也不是很贵很划算，小吃甜点味道也很棒，出乎意料的喜欢去对地方了以后还会来的最喜欢的是蛋挞肉类食品也好多吃了一半服务员都会来帮忙清理桌上垃圾钱花的值了哈哈哈 #五花肉# #蛋挞# #关东煮# #烤鱼# #五花肉片# #肥牛肉# #中翅# #培根#,21.55,1
461,6159,462,众里寻她·千百度自助烤肉（温江店）,AUd805146266,我觉得店里的五花肉还可以，吃起来味道杠杠的,0.0,1
462,6160,463,众里寻她·千百度自助烤肉（温江店）,匿名用户,服务有待提高  有事需要服务员仅到不来,2.0,1
463,6161,464,众里寻她·千百度自助烤肉（温江店）,还可以smile,第三次去了，重新装修后，总体感觉非常满意，菜品丰富，推荐去🤗 #五花肉片# #肥牛肉# #西瓜# #寿司# #拌菜# #蘸酱# #培根#,3.0,1
464,6162,465,众里寻她·千百度自助烤肉（温江店）,WQb404850191,味道很棒，服务也很好。下次还来,2.0,1
465,6163,466,众里寻她·千百度自助烤肉（温江店）,最不屑一顾相思,菜品不多，服务将就，环境还可以。,0.0,1
466,6164,467,众里寻她·千百度自助烤肉（温江店）,waydxw,一直使用美团，不管吃喝玩乐都很方便。还有优惠！感觉很棒。希望美团越做越好！,13.0,1
467,6165,468,众里寻她·千百度自助烤肉（温江店）,TUmoon255,肉品不多，而且很多冰冻食品，熟食种类挺多就是量少，总的来说一般偏下,0.0,1
468,6166,469,众里寻她·千百度自助烤肉（温江店）,gDE119943128,多次去品尝，菜品新鲜，走的时候，想吃香蕉，服务人员还专门给我们拿。下次继续光顾！,5.0,1
469,6167,470,众里寻她·千百度自助烤肉（温江店）,风从云雨,桌子太小，没有服务人员来收拾盘子，杯子,0.0,1
470,6168,471,众里寻她·千百度自助烤肉（温江店）,帽傻是的念着倒,再也不吃这种低价烤肉了，真是差劲,0.0,1
471,6169,472,众里寻她·千百度自助烤肉（温江店）,C小猫喵喵喵,千百度自助烤肉真的特别不错   不管是成都的还是南部的   菜品都比一般的烤肉店的好  还有我最爱的西瓜汁 但是温江这家的鸡皮没有南部那家的出油多   烤出来也是干干的   但是还好味道不错   而且环境很加分很新潮  有玛丽莲梦露誒 #五花肉片# #五花肉# #鸡皮# #西瓜# #哈密瓜# #西瓜汁# #猪五花#,18.5,1
472,6170,473,众里寻她·千百度自助烤肉（温江店）,匿名用户,有冰淇淋超喜欢，还有布丁，和男朋友一起去的，他推荐的,2.0,1
473,6171,474,众里寻她·千百度自助烤肉（温江店）,匿名用户,环境很好，服务也很好。熟食的菜品还有水果很不错，烧烤的菜品稍微少了点。装修的风格很好，地理位置也不错。外面的风景很美。,6.8,1
474,6172,475,众里寻她·千百度自助烤肉（温江店）,ltg658311035,菜品不多，也不是很新鲜，说好的肥牛是猪肉,-0.75,-1
475,6173,476,众里寻她·千百度自助烤肉（温江店）,WXY文老板,我从还没有评过差评！不知道是我们去晚了还怎么！打电话去说有菜！到了哪里菜全部收了！说放在冰柜里可以自己拿！可要吃什么菜都没有！没有菜了可以说一下我们可以改天再来吃！简直是欺骗消费者！,-49.0,-1
476,6174,477,众里寻她·千百度自助烤肉（温江店）,且品丶钗头凤,生日这天来吃的，上次来还有蛋挞，这次就没有了，然后调味区的勺子太小了，作料还没见底就舀不起来了，调料没有了补充不及时，环境不错,1.5,1
477,6175,478,众里寻她·千百度自助烤肉（温江店）,水院大食客,很好吃 还可以嘛,1.0,1
478,6176,479,众里寻她·千百度自助烤肉（温江店）,水院大食客,可以的 很好吃,1.0,1
479,6177,480,众里寻她·千百度自助烤肉（温江店）,RnA190111310,一般吧，不值得专门跑一趟，跟学校门口差不太多,-1.0,-1
480,6178,481,众里寻她·千百度自助烤肉（温江店）,白玦zzz,很棒啊！菜品多！味道环境也好！这是第二次来了，全寝室一起出动，就是收拾盘子的阿姨态度不咋滴，完全没有第一次我们来的时候好！吃完了我们还打印了两张照片哈哈哈,-19.5,-1
481,6179,482,众里寻她·千百度自助烤肉（温江店）,且品丶钗头凤,味道不错，熟食丰富，烤的东西偏少,1.0,1
482,6180,483,众里寻她·千百度自助烤肉（温江店）,白玦zzz,很不错啊，菜品齐全，小吃种类也多，棒棒哒！环境也好，下次带上室友来吃！,10.0,1
483,6181,484,众里寻她·千百度自助烤肉（温江店）,EGZi,服务员态度差，还没吃完就让别人坐过来显的很尴尬，服务员太没素质,3.0,1
484,6182,485,众里寻她·千百度自助烤肉（温江店）,厶045627,就那个生菜叶子没洗干净。其他还是可以。,1.0,1
485,6183,486,众里寻她·千百度自助烤肉（温江店）,NdK733724617,中午去吃的，菜少，不新鲜，味道也不好。用了美团这么久，很少给差评,-2.0,-1
486,6184,487,众里寻她·千百度自助烤肉（温江店）,匿名用户,味道一点也不好，菜品差极了，服务态度也不好，早知道就不去吃了，浪费我的钱,5.2,1
487,6185,488,众里寻她·千百度自助烤肉（温江店）,匿名用户,重新装修以后，环境不错，味道一如既往，价格实惠，特别喜欢五花肉😋😋😋 #五花肉片# #五花肉# #水果沙拉# #毛肚# #肥牛肉# #培根#,5.0,1
488,6186,489,众里寻她·千百度自助烤肉（温江店）,對伱菏止一句憘歡,两次去都没得菜了 伤心 还要等  希望下次不是这样,-0.5,-1
489,6187,490,众里寻她·千百度自助烤肉（温江店）,匿名用户,说实话环境有点吵，卤菜偏咸了，菜还比较新鲜，就是肉的种类不多,2.6999999999999997,1
490,6188,491,众里寻她·千百度自助烤肉（温江店）,_qqmdk1438354700,朋友带我去的，比之前我在其他地方吃的“千百度”味道好多了，种类也多很多，非常满意哦 #蘸酱# #肥牛肉# #黄金糕# #银耳汤# #鸡蛋# #哈密瓜# #西瓜汁#,3.5,1
491,6189,492,众里寻她·千百度自助烤肉（温江店）,呼呼呀哦哦,服务很好…东西很棒。就是那个鱿鱼太大了，根本烤不熟，希望能改刀小点。,3.0,1
492,6190,493,众里寻她·千百度自助烤肉（温江店）,是随心而动,环境挺好的，菜品也挺多的，服务态度也不错。,4.62,1
493,6191,494,众里寻她·千百度自助烤肉（温江店）,ZLH815929,菜品～环境都不错，来几次了，就是开年服务人员缺少～其它都很好！,5.0,1
494,6192,495,众里寻她·千百度自助烤肉（温江店）,erge2929,菜品多，环境好，价格合适，服务态度好，,3.75,1
495,6193,496,众里寻她·千百度自助烤肉（温江店）,NANA211226,味道都比较一般，环境比较差，菜品比较少，好多点心都是凉的，不想再去第二次的～,-2.25,-1
496,6194,497,众里寻她·千百度自助烤肉（温江店）,aTh671111850,菜品种类一般，味道也一般，不过有可能是我们烤的技术不行，店铺风格不错。,0.0,1
497,6195,498,众里寻她·千百度自助烤肉（温江店）,VAF795524407,非常好吃，有很多小吃，下次又去！,5.0,1
498,6196,499,众里寻她·千百度自助烤肉（温江店）,冰凝依子,挺不错，环境好，音乐也好，喜欢,3.0,1
499,6197,500,众里寻她·千百度自助烤肉（温江店）,慧99129,环境很好服务态度很好 东西很多很好吃,2.0,1
500,6198,501,众里寻她·千百度自助烤肉（温江店）,周宏916,菜品还可再好点,0.0,1
501,6199,502,众里寻她·千百度自助烤肉（温江店）,Elsiat,除了猪肉有点毛之外其他都挺好吃，蒜泥没了没有及时补充。最让我想吐槽的！！！是！！！我去夹虾，里面水都化了，十几只左右没头没尾的虾，一看就是夹剩的，在里面泡的发白了，很小一只那种，我让厨房里一个大妈换一盘新鲜虾。她不，她非让我把那些泡白的烂虾全部夹去吃了再上新的，我说这样的虾没人夹你是不是今晚都不上虾了？？她说新鲜的今天六点才运回来，我说现在是晚上七点了，摆了一天了该换了吧？她就是不，后来我把烂虾全部夹走了，她才换的，那些虾我偷偷丢了有些壳都泡分离了，希望下次这样的事不要发生了。,56.0,1
502,6200,503,众里寻她·千百度自助烤肉（温江店）,匿名用户,环境还可以，就是我们八个人坐的一张桌子只有一个烤盘，火也不够大，吃一个半小时有一个小时都在等，最后都只吃了一些小吃,-1.5,-1
503,6201,504,众里寻她·千百度自助烤肉（温江店）,匿名用户,服务不是很好，味道很一般,1.0,1
504,6202,505,众里寻她·千百度自助烤肉（温江店）,jJd617364719,菜品挺多的  也很好吃 环境挺不错的,2.1,1
505,6203,506,众里寻她·千百度自助烤肉（温江店）,Lee雯子君,挺好的，经常和室友去吃，以后还去,1.2,1
506,6204,507,众里寻她·千百度自助烤肉（温江店）,是随心而动,不错不错  多不好意思的我们还打碎了一个杯子 老板什么也没说,-2.125,-1
507,6205,508,众里寻她·千百度自助烤肉（温江店）,cGW797715031,还是很不错的   跟朋友一起去的  第二次去了,2.0,1
508,6206,509,众里寻她·千百度自助烤肉（温江店）,匿名用户,不错，品种多，味道好，还有披萨。 #蘸酱# #披萨# #郡肝# #肥牛肉# #布丁奶茶# #紫菜包饭#,3.5,1
509,6207,510,众里寻她·千百度自助烤肉（温江店）,Tanya_Lee,虽然都是千百度，但地方不同菜品差别真的很大。,-1.0,-1
510,6208,511,众里寻她·千百度自助烤肉（温江店）,ydS619865261,服务坏境还可以，但是菜品少，不好吃，没有之一！海鲜不新鲜，最恶心的是，亲眼看见榨好的西瓜汁拿自来水兑的，真的好恶心，绝对不会再去第二次！,-13.5,-1
511,6209,512,众里寻她·千百度自助烤肉（温江店）,筱筱懿儿,棒棒的   好喜欢   重装以后更过瘾   吃的饱饱的 #五花肉片# #虾子# #毛肚# #肉包#,4.5,1
512,6210,513,众里寻她·千百度自助烤肉（温江店）,匿名用户,非常好，什么都很齐全，吃得也不错 #中翅# #卤鸭翅# #蘸酱# #凉菜# #肥牛肉# #五花肉# #培根# #鸡皮# #烤茄子# #五花肉片# #泡椒藕片# #酸奶# #酸梅汤冰淇淋# #烤鱼# #鲜榨果汁# #铁板烧# #鸡尾酒# #银耳汤#,3.0,1
513,6211,514,众里寻她·千百度自助烤肉（温江店）,VZI624879222,环境可以，品种也多。不过菜真的不好吃，没有怎么吃,-1.75,-1
514,6212,515,众里寻她·千百度自助烤肉（温江店）,FrO735084883,服务还可以，菜不新鲜，摆放的乱七八糟的，一看就是吃剩后又放进去的，看了后就没食欲。再也不去了！！,-10.5,-1
515,6213,516,众里寻她·千百度自助烤肉（温江店）,cLS782304367,味道好菜品多，服务态度好，环境优美 #鸡皮# #五花肉# #肥牛肉# #烤茄子# #沙拉# #饺子# #葡萄# #毛肚# #猪五花#,3.5,1
516,6214,517,众里寻她·千百度自助烤肉（温江店）,_qqm6x1388549169,菜品就那几样，而且我们去晚了点，就更没有什么了！饿得遭不住了，想先吃点小吃垫底，结果也没有了整体环境还是可以，给人一种幽暗神秘的感觉，只是因为太饿吃得太快，感觉没吃多少就吃不下了，不划算呀，哈哈…,9.5,1
517,6215,518,众里寻她·千百度自助烤肉（温江店）,nri681170443,吃饭遇到闹事的没吃好，其他都还好,-2.0,-1
518,6216,519,众里寻她·千百度自助烤肉（温江店）,匿名用户,对于贵店的服务态度，很不满意,-1.0,-1
519,6217,520,众里寻她·千百度自助烤肉（温江店）,匿名用户,还可以，菜品多，种类也比较齐全,3.9375,1
520,6218,521,众里寻她·千百度自助烤肉（温江店）,匿名用户,九点去的，结果却已经木有什么菜品了，连小吃都没啦，不开心，以后还是早点去的好！最想吐槽的就是那个奶茶，简直像是白开水！不过店里的环境和风格让人觉得舒服！服务态度还是算可以吧！最后喝的一碗银耳汤也还可以！,23.0,1
521,6219,522,众里寻她·千百度自助烤肉（温江店）,慕容瑜雪,味道特别好 环境也很好 总体来说很不错,4.0,1
522,6220,523,众里寻她·千百度自助烤肉（温江店）,毕竟洛洛哒,味道变了_(:з」∠)_，原来可好吃了，现在变咸了。。。,3.5,1
523,6221,524,众里寻她·千百度自助烤肉（温江店）,Elsiat,老顾客了。希望厨房勤快点啦，佐料早就没有了一直不上新的，催了三次上了蒜泥,2.75,1
524,6222,525,众里寻她·千百度自助烤肉（温江店）,匿名用户,菜太少了，又不好吃，吃一次就不会去吃第二次,-1.0,-1
525,6223,526,众里寻她·千百度自助烤肉（温江店）,JK934797778,环境挺好的！要是怕累就别去了！,9.2,1
526,6224,527,众里寻她·千百度自助烤肉（温江店）,匿名用户,也不算特别好  不过还行 喊服务员帮换张纸还是我们自己换的,2.0,1
527,6225,528,众里寻她·千百度自助烤肉（温江店）,kRp396017312,人真是多啊，菜品也多，可以去吃,0.0,1
528,6226,529,众里寻她·千百度自助烤肉（温江店）,匿名用户,菜品小吃很多，还有冰淇淋，居然还有干锅，我和朋友一起吃了很多零食，反而没怎么吃烤肉了，不好的就是音乐实在太吵。其他都不错。,5.0,1
529,6227,530,众里寻她·千百度自助烤肉（温江店）,向日葵0314,环境还不错，不过我们去得完了，没什么菜了都,1.5,1
530,6228,531,众里寻她·千百度自助烤肉（温江店）,鑫鑫儿pink,还好吧 去过几次了 从新装修后 挺好的,1.2,1
531,6229,532,众里寻她·千百度自助烤肉（温江店）,ww0713z,怎么说有点贵了吧,0.0,1
532,6230,533,众里寻她·千百度自助烤肉（温江店）,匿名用户,菜品还是很好的，就是饮料种类太少了。,1.0,1
533,6231,534,众里寻她·千百度自助烤肉（温江店）,OMI982569103,环境很好，味道也好，会常来的。 #肥牛肉# #寿司# #羊肉串# #布丁奶茶# #酸奶#,1.0,1
534,6232,535,众里寻她·千百度自助烤肉（温江店）,OMI982569103,环境很好，味道也好，会常来的。 #布丁奶茶# #郡肝# #银耳汤# #羊肉串#,1.0,1
535,6233,536,众里寻她·千百度自助烤肉（温江店）,萌翀猫,第一次去吃，味道比想象中的差远了。色素用的多。,0.0,1
536,6234,537,众里寻她·千百度自助烤肉（温江店）,歌舒蛊,自己烤自己吃。味道棒棒哒,0.0,1
537,6235,538,众里寻她·千百度自助烤肉（温江店）,OMI982569103,环境很好，味道也好，会常来的。 #寿司# #肥牛肉# #铁板鱿鱼#,1.0,1
538,6236,539,众里寻她·千百度自助烤肉（温江店）,JDR321728875,和朋友些一块去吃的，很不错，现在才来评价，也是醉了,2.4,1
539,6237,540,众里寻她·千百度自助烤肉（温江店）,熊孩子涅槃,一般般啦。,0.0,1
540,6238,541,众里寻她·千百度自助烤肉（温江店）,匿名用户,好吃，服务也挺周到的，环境也不错,3.4,1
541,6239,542,众里寻她·千百度自助烤肉（温江店）,DHu427792904,我去过很多次了之前一直都没有用美团，这次过生日还送了礼物给我，感觉用餐很愉快 #铁板烧#,1.5,1
542,6240,543,众里寻她·千百度自助烤肉（温江店）,MQD956516400,"nmmp 劳资发誓再也不会在你们这里吃了手机没电了冲个电还要自己带充电器 我带个锤子哦 桌子也有点小 吃个饭本来给现金的 你给劳资说美团支付要便宜些 是 是便宜了点儿 把老子五十块钱掉尼玛的 劳资一周的生活费 还有就是给你们提点建议 打印照片那个批好歪哦 厕所也太那个嘛 
我使劲往书包里面揣汽水 你们晓得不？ 晚上上网就不用买水咯 最后 祝你们生意兴隆！把老子涨得啊——来自一位有爱心的吃客 #肥牛肉#",20.36,1
543,6241,544,众里寻她·千百度自助烤肉（温江店）,文俊妈妈265,菜品口味众多，五花肉烤肉大爱，肥而不腻……服务一级棒，美中不足的就是今天的音乐声震耳欲聋，建议来点轻松愉悦一点的，享受美食的同时感官得到无比的放松，经常带朋友和家人一起来，都很满意，老少皆宜的百搭菜色，冷热菜系适合各种挑剔的嘴……#烤茄子# #五花肉片# #烤茄子# #五花肉片# ,9.0,1
544,6242,545,众里寻她·千百度自助烤肉（温江店）,Cue806901074,菜品少、不干净、五花肉鸡尖还有毛、难吃、一边吃已经烤好的东西一边鼓励自己咽下去、不会再去第二次！,3.0,1
545,6243,546,众里寻她·千百度自助烤肉（温江店）,匿名用户,菜品虽然不算多但是味道还可以。地理位置比较好找，就价格来讲也算是烤肉里面相对便宜的。装修的风格很精致漂亮。味道很不错，第一次来这家店也算是没有让我们失望，只不过虾比较小。某些菜品感觉不是太新鲜，不过整体满意。,17.90625,1
546,6244,547,众里寻她·千百度自助烤肉（温江店）,丶李旭,环境可以，挺热闹的。性价比高，因为客流量大，所以菜品还是很新鲜,2.2,1
547,6245,548,众里寻她·千百度自助烤肉（温江店）,柏林大人,环境是不错的 服务也很好 菜品还算齐全 总体给9分吧,4.5,1
548,6246,549,众里寻她·千百度自助烤肉（温江店）,VYL875782026,升级之后装修很喜欢，是我喜欢的风格，以后会常来的，就是抽奖时间过了，没有去抽到奖品，不过还是很开心还免费打印了照片。菜品还是可以的，种类很多，反正感觉比以前实在，而且价格也很实惠。下次带朋友一定还要再来，只希望可以抽奖，哈哈。,21.0,1
549,6247,550,众里寻她·千百度自助烤肉（温江店）,NDR482069756,一般般吧  不是特别好  服务态度也不行  菜数也少  但是人特别多六点多来还排了队的,2.0,1
550,6248,551,众里寻她·千百度自助烤肉（温江店）,qDA534675555,菜品很少，味道不好，环境还行。很多菜都没得，没有伊藤那儿的好。,-2.0,-1
551,6249,552,众里寻她·千百度自助烤肉（温江店）,匿名用户,菜味有些东西有点咸了，其他还好，服务还行，叫换个纸半天不来，还在人很少的时候环境嘛，主要是我坐在离厕所较近的地方，一股味道老是飘过来,-3.25,-1
552,6250,553,众里寻她·千百度自助烤肉（温江店）,VHH183935398,菜品丰富，凉拌菜味道不错，味喋不错，门口等位置还可以打印照片,3.0,1
553,6251,554,众里寻她·千百度自助烤肉（温江店）,匿名用户,哎，只能说这是我第一次遇到自助这么少的选择的，菜品少的可怜，肉也不新鲜，味道也不好。紫菜包饭还是昨天剩的，硬得要死。连水果也只有四种，调料更不用说了，品种少，而且还有几个都相似的，也只有葱，香菜都没有。让我这种香菜爱好者根本吃不下了。唯一可以算的上可以的是服务人员几个阿姨还不错，人好可以。,-4.75,-1
554,6252,555,众里寻她·千百度自助烤肉（温江店）,匿名用户,菜品挺丰富的，小吃甜点水果也挺多，感觉我们的肚子都用来装这些东西了，烤肉倒没吃多少。味道总体来说中等偏上吧。 比较不满意的就是他们家地板真的好滑，差点就摔跤了😂,3.7000000000000006,1
555,6253,556,众里寻她·千百度自助烤肉（温江店）,匿名用户,熟食的种类还是有那么多但是一个都没吃，水果刚去的时候都是中午剩下的，不过五点上班后就拿了新鲜的，毛肚、鸡尖和五花肉还可以（个人口味），没有肥牛，中翅。寿司太难吃了，总的来说味道将就吧，可以去一次尝试一下，但不想去第二次。凑图,-4.75,-1
556,6254,557,众里寻她·千百度自助烤肉（温江店）,温江一哥,非常好吃，给个大大的赞，这里环境优美，菜品齐全，果蔬看起来十分卫生，垂涎欲滴，让人忍不住马上发到空间或者是发到微信朋友圈，去晒晒图，这个好美味啊，是您和家人居家旅行，和朋友同事聚餐的首选之地，强烈推荐，五星好评#凉菜##五花肉片##蘸酱##肥牛肉##培根##西瓜##寿司##五花肉##酸梅汤##饺子##黄金糕##八宝粥##关东煮##巧克力##酸梅汤冰淇淋##羊肉串##布丁奶茶##泡椒藕片##鸡尾酒##甜筒##蘸碟##虾子##银耳汤#,13.0,1
557,6255,558,众里寻她·千百度自助烤肉（温江店）,距离宝宝,菜品不错，都比较新鲜，今天是周五的原因吧，人暴多，还好我跑得快，不然够的等，服务也不错，唯一觉得就是菜品貌似在码味的时候，盐稍微多了点，烤熟后不蘸调料都觉得有点咸，蘸了调料吃起来就有点恼火了，建议在码味的时候可以少放或则不放盐，毕竟有吃味道吃得淡的，味道吃的重的可以在考的时候放点盐就对了#五花肉片# #杂菜# #鸡蛋洋葱圈# ,9.52,1
558,6256,559,众里寻她·千百度自助烤肉（温江店）,施主再来一碗,味道还可以，吃得很饱很舒心，服务员态度好,2.5,1
559,6257,560,众里寻她·千百度自助烤肉（温江店）,东哥哥大大哥,我们六点去的，人很多，要排号，等了一个多小时，饿死了，等我们吃的时候菜品很少了，味道不咋样，一般吧莫有我最喜欢的培根,-3.0,-1
560,6258,561,众里寻她·千百度自助烤肉（温江店）,匿名用户,今天菜吃着都咸，菜也没有上次来吃的时候多，有些肉总是闻到一种臭臭的感觉。 #猪五花#,0.0,1
561,6259,562,众里寻她·千百度自助烤肉（温江店）,QMc151475809,做的没有以前好了……感觉没有什么吃的……,1.0,1
562,6260,563,众里寻她·千百度自助烤肉（温江店）,AgyeAgye,菜品很少 不知道烤什么但是熟菜很多 环境蛮好的就是菜品少 其他吃的挺多的烤的东西少,-4.2,-1
563,6261,564,众里寻她·千百度自助烤肉（温江店）,匿名用户,味道不错，就是服务不太好，有点影响心情,1.0,1
564,6262,565,众里寻她·千百度自助烤肉（温江店）,猫咪Coke,很好，就是人多了，服务员跟不上节奏。,1.0,1
565,6263,566,众里寻她·千百度自助烤肉（温江店）,匿名用户,水果沙拉做的好吃，咖啡很香，只有猪五花肉烤着很香，鱼烤着也很嫰，没有牛羊肉选择性小，小吃都不酥脆了，有过期的油臭味，蛋挞不知什么年代的产物，倒是没有评论上说的溅油。收盘子速度很值得赞。 #五花肉片# #烤鱼#,1.0,1
566,6264,567,众里寻她·千百度自助烤肉（温江店）,匿名用户,环境不错，服务也很好，但菜品少，而且不新鲜，水果感觉有点脏，而且饮品也不干净,0.8,1
567,6265,568,众里寻她·千百度自助烤肉（温江店）,fMm275108668,味道蛮不错的，下次还一起去哦！！！,12.0,1
568,6266,569,众里寻她·千百度自助烤肉（温江店）,撕夢的幽靈,七点钟去，啥子都没得了，吃了点点就走了。腌的菜好咸,0.0,1
569,6267,570,众里寻她·千百度自助烤肉（温江店）,KQj30710963,不错。后面装修了。看到都比以前好些了。菜品还是不错的，,2.0,1
570,6268,571,众里寻她·千百度自助烤肉（温江店）,aNG374968879,环境一般，味道一般，通风不好，味道重。,-1.0,-1
571,6269,572,众里寻她·千百度自助烤肉（温江店）,谭玲燕tan,五分好评，非常不错耶。太给力了，朋友们说装修挺好的😄。很有感觉,4.8,1
572,6270,573,众里寻她·千百度自助烤肉（温江店）,ECZ559182415,环境不错 味道也很好 菜品很多喔 ！,6.0,1
573,6271,574,众里寻她·千百度自助烤肉（温江店）,匿名用户,服务态度很好，就是菜品不多，还有值得该的地方。,-3.5,-1
574,6272,575,众里寻她·千百度自助烤肉（温江店）,QqU965650214,重新装修过后，环境更好了，菜品也很丰富，经常去，真的不错,2.0,1
575,6273,576,众里寻她·千百度自助烤肉（温江店）,夕阳西下哟,还不错，就是服务太差了，然后本来去的也不晚，但是菜品很少,1.5,1
576,6274,577,众里寻她·千百度自助烤肉（温江店）,Oej831490983,难吃，还排了半个小时的队，70多岁的老人，上去连个凳子都不拿来，再也不去了,-1.0,-1
577,6275,578,众里寻她·千百度自助烤肉（温江店）,每一秒待续,还可以吃的也算多，味道还行，值得去吃一回,3.9375,1
578,6276,579,众里寻她·千百度自助烤肉（温江店）,匿名用户,还行吧，装修之后感觉还没以前好,-1.5,-1
579,6277,580,众里寻她·千百度自助烤肉（温江店）,eggs1234,很好，环境也可以，主要还可以免费打印照片,4.5,1
580,6278,581,众里寻她·千百度自助烤肉（温江店）,匿名用户,"很久没去，结果发现重新装修了，菜品也丰富多了，环境变好了，价格还不贵，连服务人员都变的好了感觉。不错不错，吃烤肉比较推荐的地方。地方也很好找，在二楼，吃的喝的全有，不错哦，下次想吃烤肉了，还是会选择这家的
图片与地点无关，为赚积分，嘿嘿
",15.625,1
581,6279,582,众里寻她·千百度自助烤肉（温江店）,beyondTTF,还可以，一直都是在这里吃，下次还来,0.0,1
582,6280,583,众里寻她·千百度自助烤肉（温江店）,匿名用户,一瓶口味还可以大人小孩都挺适合的下次我们聚会一定还要去拉里,2.8,1
583,6281,584,众里寻她·千百度自助烤肉（温江店）,至他她,还好，只是随时想找服务员都找不到。心塞。 #培根# #郡肝# #雪碧#,-1.0,-1
584,6282,585,众里寻她·千百度自助烤肉（温江店）,孤单与孤独,味道不错，环境还可以，喜欢吃的朋友可以去尝一下。,4.0,1
585,6283,586,众里寻她·千百度自助烤肉（温江店）,阿会呐.,可以 很好吃 环境也不错 菜品也很多,2.0,1
586,6284,587,众里寻她·千百度自助烤肉（温江店）,Nawatc,还行味道可以嘛菜品也多好吃跟姐姐去的,2.625,1
587,6285,588,众里寻她·千百度自助烤肉（温江店）,tvm552222278,每次吃烤肉都去这家    很久没去了还重新装修过  不错,1.5,1
588,6286,589,众里寻她·千百度自助烤肉（温江店）,兔斯基哭了,还是不错！吃的很开心，有机会再去,7.0,1
589,6287,590,众里寻她·千百度自助烤肉（温江店）,TRu33789309,以前吃过，装修过后第一次来吃，总的来说还不错,1.5,1
590,6288,591,众里寻她·千百度自助烤肉（温江店）,不散不见°,菜品较少，环境还好，音乐不好听……时大时小，影响吃饭心情，总体来说还不错，可以去聚餐……,2.75,1
591,6289,592,众里寻她·千百度自助烤肉（温江店）,匿名用户,服务还有待提高，环境还不错，菜品也比较丰富的。,6.0,1
592,6290,593,众里寻她·千百度自助烤肉（温江店）,大圆脸吃货,装修比以前好了，环境很舒服，服务的一个孃孃态度不好，其他的收盘子速度很快，前台妹子服务好。,2.0,1
593,6291,594,众里寻她·千百度自助烤肉（温江店）,IPS544396032,总的还行   就是有些太少了希望改进,2.0,1
594,6292,595,众里寻她·千百度自助烤肉（温江店）,刘太太大白菜,菜品就那么几样吧 都是烤肉常吃的菜 五花肉上的最快 一会就被抢完了  小吃没有很多 还好冰淇淋随便吃点 面食太多太撑肚子了 座位选的靠窗的 比较舒服 服务员收空盘子也很麻利,1.5,1
